Nature du Format;nom_destination;indicatif;Valeur niveau Fraude
4;POLAND GSM PLUS;487898;A
4;ALBANIA AMC;35557993;B
4;BRAZIL GSM;55149;A
4;INDIA GSM;9185810;A
4;MOROCCO GSM WANA FULL MOBILITY;212627;E
4;DOMINICAN REP GSM ORANGE;1829779;A
4;GUADELOUPE GSM DIGI;59069023;A
4;INDIA GSM;9175590;A
4;CHILE RUR;5635197;A
4;THAILAND GSM DTAC;6690082;A
4;INDIA GSM RELIANCE;918798;A
4;INDIA GSM;9189460;A
4;DOMINICAN REP GSM ORANGE;1829399;A
4;MALDIVE ISLANDS GSM;9609;F
4;POLAND OLO;481240;A
4;SOUTH AFRICA PRS;27100040;C
4;ALBANIA AMC;35581340;B
4;INDIA GSM;9187538;A
4;SEYCHELLES GSM;2489;F
4;USA;1360;A
4;POLAND OLO;4843670;A
4;GEORGIA GSM;99551;C
4;POLAND OLO;48343507;A
4;DOMINICAN REP LOCAL OTHER;18092263;A
4;DOMINICAN REP LOCAL OTHER;18093788;A
4;SWEDEN GSM COMVIQ;46737;A
4;POLAND OLO;48913300;A
4;SOUTH AFRICA PRS;2739500;C
4;CHILE EASTER ISLAND;56322100;A
4;BRAZIL GSM;55115329;A
4;DOMINICAN REP NATIONAL VIVA;18294340;A
4;ALBANIA AMC;35528250;B
4;INDIA GSM;9178569;A
4;DOMINICAN REP GSM;1809774;A
4;POLAND OLO;48815249;A
4;THAILAND GSM DTAC;6690014;A
4;DOMINICAN REP LOCAL OTHER;180922623;A
4;BURUNDI GSM;25778;E
4;TRINIDAD-TOBAGO GSM;18687;B
4;ALBANIA AMC;35527590;B
4;USA;1309;A
4;DOMINICAN REP LOCAL OTHER;180922744;A
4;DOMINICAN REP LOCAL OTHER;18098596;A
4;CAMBODIA GSM METFONE;85588;A
4;POLAND GSM;4853;C
4;POLAND OLO;48856000;A
4;ECUADOR GSM MOVISTAR;5939998;B
4;INDIA GSM;9185940;A
4;INDIA GSM VODAFONE;919988;A
4;MEXICO ZONE3;52628;A
4;INDIA GSM BSNL;917587;A
4;DOMINICAN REP GSM ORANGE;1809802;A
4;DOMINICAN REP GSM;1829257;A
4;DOMINICAN REP GSM ORANGE;1829610;A
4;UGANDA GSM MTN;25632;D
4;INDIA GSM;9188650;A
4;DOMINICAN REP GSM;1809843;A
4;SOUTH AFRICA PRS;27120050;C
4;THAILAND GSM DTAC;6681627;A
4;UK GSM O2;447431;A
4;DOMINICAN REP LOCAL OTHER;18099604;A
4;POLAND GSM ERA;487951;A
4;SAUDI ARABIA GSM VIRGIN;966571;B
4;IVORY COAST GSM MOOV;22550;D
4;NETHERLANDS GSM VODA;31625;A
4;GUADELOUPE GSM DIGI;59069017;A
4;GHANA GSM MTN;233555;C
4;BRAZIL GSM;55127;A
4;POLAND OLO;4,86E+11;A
4;INDIA GSM;917708;A
4;INDIA GSM VODAFONE;919584;A
4;POLAND GSM PLUS;4857949;A
4;POLAND OLO;48943539;A
4;UK GSM VODAFONE;447393;A
4;SOUTH AFRICA PRS;27125160;C
4;POLAND OLO;4842661;A
4;MEXICO ZONE2;52981;A
4;NORWAY GSM TELENOR;47977;A
4;DENMARK GSM TELENOR;458181;A
4;POLAND OLO;48172238;A
4;CHILE RUR;5665197;A
4;INDIA GSM;9175350;A
4;NETHERLANDS ANT GSM;599581;B
4;DOMINICAN REP LOCAL OTHER;180922740;A
4;SWITZERLAND GSM CABLECOM;418607841;D
4;POLAND OLO;4812307;A
4;DENMARK GSM TDC;459312;A
4;AUSTRIA GSM;43661;A
4;NORWAY GSM NETCOM;479967;A
4;INDIA GSM;9181558;A
4;DOMINICAN REP LOCAL OTHER;18094872;A
4;DOMINICAN REP GSM ORANGE;184925;A
4;INDIA GSM;9176619;A
4;INDIA GSM;9177919;A
4;USA FREE PHONE;1888;A
4;DOMINICAN REP GSM VIVA;1809307;A
4;LATVIA OLO;3716688;E
4;SWEDEN GSM TELIA;467012;A
4;ALBANIA AMC;35556465;B
4;INDIA GSM;9178350;A
4;INDIA GSM;9181320;A
4;BRAZIL GSM;5511599;A
4;DOMINICAN REP GSM ORANGE;1849803;A
4;DOMINICAN REP GSM ORANGE;1829604;A
4;POLAND OLO;48914209;A
4;POLAND OLO;48655759;A
4;BRAZIL GSM;55469;A
4;MEXICO GSM ZONE2;521436;A
4;DOMINICAN REP LOCAL OTHER;18095237;A
4;PORTUGAL GSM MEO;35160925;A
4;INDIA CITIES;9179;A
4;BULGARIA GSM;35999;A
4;INDIA GSM;9190;A
4;ECUADOR GSM PORTA;5939920;B
4;DOMINICAN REP LOCAL OTHER;180925520;A
4;POLAND GSM PLUS;4869966;A
4;MEXICO ZONE3;52321;A
4;GAMBIA;220;E
4;REUNION GSM ORANGE;26269399;A
4;PERU RURAL;515664;A
4;THAILAND GSM DTAC;6681629;A
4;POLAND PRS;48708688;A
4;SOUTH AFRICA PRS;27571100;C
4;DOMINICAN REP LOCAL OTHER;180928935;A
4;USA;1805;A
4;INDIA GSM;917204;A
4;PORTUGAL GSM NOS;351659232;A
4;ALBANIA AMC;35526373;B
4;CHILE RUR;56712978;A
4;ALBANIA AMC;35527523;B
4;NEW CALEDONIA GSM;68779;B
4;THAILAND GSM DTAC;6690714;A
4;INDIA GSM;9185819;A
4;POLAND OLO;48873000;A
4;CHILE TELCOY;5667230;A
4;AUSTRIA GSM;43666;A
4;POLAND GSM PLUS;487293;A
4;DOMINICAN REP GSM;1809456;A
4;MEXICO ZONE2;52322;A
4;POLAND OLO;48943556;A
4;KAZAKHSTAN GSM;7705;B
4;BOLIVIA RURAL;5914647;B
4;INDIA GSM;918511;A
4;INDIA CITIES;9171;A
4;DOMINICAN REP LOCAL OTHER;180978434;A
4;ALBANIA AMC;35548570;B
4;CHILE RUR;5642197;A
4;DOMINICAN REP LOCAL OTHER;180926240;A
4;DOMINICAN REP LOCAL OTHER;180979393;A
4;NORWAY GSM NETCOM;47407;A
4;LATVIA GSM LMT;371293;A
4;INDIA GSM;9177828;A
4;SWEDEN GSM COMVIQ;4676477;A
4;DOMINICAN REP LOCAL OTHER;180975520;A
4;GHANA GSM VODAFONE;23320;C
4;GERMANY GSM E PLUS;49177;A
4;INDIA GSM VODAFONE;917507;A
4;DOMINICAN REP LOCAL OTHER;1809576;A
4;MEXICO ZONE2;52466;A
4;POLAND GSM ORANGE;487800;A
4;NORWAY GSM NETCOM;475931;A
4;INDIA GSM;9178328;A
4;INDIA GSM;9188140;A
4;RUSSIA GSM BEELINE;790462;C
4;DOMINICAN REP LOCAL OTHER;180973031;A
4;INDIA GSM;9176199;A
4;NORWAY GSM TELENOR;474007;A
4;INDIA GSM;9185638;A
4;MOROCCO GSM IAM;212639;E
4;DOMINICAN REP LOCAL OTHER;180925534;A
4;MEXICO GSM ZONE3;521349;A
4;USA OLO;1660584;A
4;POLAND GSM PM4;48575;A
4;DOMINICAN REP LOCAL OTHER;1809807;A
4;GERMANY GSM;491570;A
4;MEXICO GSM ZONE3;521737;A
4;SOUTH AFRICA PRS;27354660;C
4;PERU RURAL;516462;A
4;RUSSIA GSM BEELINE;7908460;C
4;DOMINICAN REP GSM;1849455;A
4;MEXICO ZONE2;52636;A
4;DENMARK GSM TDC;459125;A
4;POLAND OLO;48757575;A
4;USA OLO;1907632;A
4;ALBANIA AMC;35537590;B
4;UK GSM O2;447704;A
4;USA;1501;A
4;DOMINICAN REP LOCAL OTHER;18092278;A
4;INDIA GSM;9176860;A
4;JAMAICA GSM DIGICEL;1876408;B
4;BULGARIA OLO;3595179;A
4;INDIA GSM;9185328;A
4;DOMINICAN REP LOCAL OTHER;180950850;A
4;DOMINICAN REP GSM;1849654;A
4;THAILAND GSM DTAC;6690626;A
4;INDIA GSM;9187479;A
4;CZECH REP GSM O2;420702;A
4;SINGAPORE GSM;659;A
4;PUERTO RICO GSM;178760;A
4;UKRAINE GSM ASTELIT;38073;B
4;DOMINICAN REP LOCAL OTHER;1829956;A
4;THAILAND GSM DTAC;6690026;A
4;INDIA GSM;9178240;A
4;DOMINICAN REP LOCAL OTHER;180974035;A
4;INDIA GSM;9176739;A
4;MEXICO ZONE3;52348;A
4;THAILAND GSM DTAC;668451;A
4;DOMINICAN REP GSM;1809458;A
4;MEXICO GSM ZONE2;521983;A
4;INDIA GSM;9184990;A
4;RUSSIA ZONE 1;73522;A
4;BRAZIL GSM;55789;A
4;LATVIA GSM BITE;3712460;A
4;INDIA GSM;9175578;A
4;BRAZIL GSM;55987;A
4;POLAND OLO;482234;A
4;BOSNIA SRPSKA;387557;B
4;LATVIA OLO;3716391;E
4;LATVIA OLO;3716548;E
4;DOMINICAN REP LOCAL OTHER;180938158;A
4;REUNION GSM SRR;26269213;A
4;DOMINICAN REP LOCAL OTHER;180947294;A
4;PHILIPPINES GSM SMAR;63942;B
4;AUSTRALIA GSM TELSTR;61457;A
4;ALBANIA AMC;35528990;B
4;DOMINICAN REP LOCAL OTHER;18095445;A
4;ALBANIA AMC;35588294;B
4;BRAZIL GSM;55599;A
4;DOMINICAN REP GSM ORANGE;1829870;A
4;POLAND OLO;48236610;A
4;IVORY COAST GSM MOOV;22503;D
4;DOMINICAN REP LOCAL OTHER;180973550;A
4;MONGOLIA GSM;97650;A
4;CZECH REP GSM VODA;4207047;A
4;DOMINICAN REP GSM ORANGE;1829865;A
4;SPAIN GSM ORANGE;346688;A
4;BULGARIA OLO;359845;A
4;THAILAND GSM DTAC;6688826;A
4;BRAZIL GSM;554199;A
4;MEXICO GSM ZONE3;521628;A
4;DOMINICAN REP LOCAL OTHER;1829235;A
4;BRAZIL GSM;55116085;A
4;INDIA GSM;9189458;A
4;PAPUA NEW GUINEA;675;G
4;SPAIN GSM ORANGE;34658;A
4;INDIA GSM RELIANCE;919692;A
4;UK GSM O2;447745;A
4;INDIA GSM RELIANCE;918880;A
4;DOMINICAN REP LOCAL OTHER;180973023;A
4;PERU RURAL;516164;A
4;JORDAN GSM;9627;B
4;INDIA GSM;9181349;A
4;BELGIUM GSM LYCAMOBILE;324658;A
4;DENMARK GSM TDC;452596;A
4;DOMINICAN REP GSM;1829642;A
4;POLAND GSM ERA;488841;A
4;BULGARIA OLO;3599717;A
4;POLAND OLO;48825900;A
4;DOMINICAN REP GSM;1829426;A
4;THAILAND GSM DTAC;6690087;A
4;UK GSM HI3G;447460;A
4;MEXICO ZONE2;52656;A
4;INDIA GSM;9184999;A
4;LITHUANIA PRS;37066323;G
4;DOMINICAN REP LOCAL OTHER;180938195;A
4;IVORY COAST GSM ORA;22558;D
4;SOUTH AFRICA PRS;27171610;C
4;CHILE RUR;5622930;A
4;DENMARK GSM TELENOR;459111;A
4;INDIA GSM;918016;A
4;ALBANIA AMC;35559324;B
4;MEXICO GSM ZONE2;521735;A
4;DOMINICAN REP LOCAL OTHER;18098946;A
4;SOUTH AFRICA PRS;2753050;C
4;LUXEMBOURG GSM;352681;A
4;DENMARK GSM HI3G;454292;A
4;MEXICO ZONE3;52785;A
4;POLAND OLO;4861478;A
4;SOUTH AFRICA PRS;27310062;C
4;NEW CALEDONIA GSM;68782;B
4;UK GSM VODAFONE;447765;A
4;INDIA GSM;9183878;A
4;DOMINICAN REP LOCAL OTHER;180973530;A
4;SWEDEN GSM HI3G;467233;A
4;DOMINICAN REP GSM ORANGE;1829806;A
4;BOSNIA SRPSKA;38754913;B
4;DOMINICAN REP GSM;1809631;A
4;MARTINIQUE GSM DIGI;5966967005;A
4;INDIA GSM;9177689;A
4;BRAZIL GSM;55459;A
4;MEXICO ZONE2;52842;A
4;UK GSM TMOBILE;447302;A
4;NEW ZEALAND GSM VODA;6428;A
4;BOSNIA SRPSKA;387548;B
4;LATVIA GSM;3712263;F
4;DOMINICAN REP LOCAL OTHER;180969586;A
4;IVORY COAST GSM ORA;22579;D
4;ARUBA GSM;29766;B
4;UK GSM ALTERNATIVE NETWORK;4477447;C
4;DOMINICAN REP GSM;180954296;A
4;SOUTH AFRICA PRS;27463300;C
4;POLAND OLO;48184803;A
4;UK GSM ALTERNATIVE NETWORK;44775532;C
4;INDIA GSM;9181190;A
4;NETHERLANDS ANT GSM;59981;B
4;ALBANIA AMC;35549730;B
4;INDIA GSM;9185418;A
4;BRAZIL GSM;5511580;A
4;MARTINIQUE;596;A
4;POLAND GSM ORANGE;48512;A
4;DOMINICAN REP LOCAL OTHER;18099220;A
4;POLAND OLO;48447169;A
4;POLAND OLO;485644;A
4;SPAIN GSM VODAFONE;346012;A
4;POLAND PRS;48708988;A
4;INDIA GSM;9189659;A
4;THAILAND GSM DTAC;6681619;A
4;INDIA GSM RELIANCE;918010;A
4;GUADELOUPE GSM ORA;59069133;A
4;INDIA GSM;9186248;A
4;INDIA GSM;9177798;A
4;SOUTH AFRICA PRS;27430500;C
4;BOLIVIA RURAL;59139762;B
4;NIGERIA GSM;234707;A
4;DOMINICAN REP LOCAL OTHER;18095682;A
4;DOMINICAN REP GSM ORANGE;1849626;A
4;INDIA GSM;9185930;A
4;POLAND OLO;48148896;A
4;DOMINICAN REP LOCAL OTHER;18093683;A
4;INDIA GSM;9178439;A
4;POLAND GSM PLUS;487275;A
4;SOUTH AFRICA PRS;27363300;C
4;POLAND OLO;4834347;A
4;BRAZIL OTHERS CITIES;55850;A
4;VIETNAM GSM VIETTEL;8498;A
4;POLAND OLO;4,86E+13;A
4;POLAND OLO;485251;A
4;DENMARK GSM TELENOR;459150;A
4;BRAZIL GSM;55317505;A
4;ALBANIA AMC;35538980;B
4;INDIA GSM;9177878;A
4;AUSTRALIA GSM VODA;61404;A
4;USA FREE PHONE;1855;A
4;SPAIN GSM VODAFONE;346343;A
4;DOMINICAN REP GSM;1809762;A
4;INDIA GSM RELIANCE;919027;A
4;POLAND OLO;48614368;A
4;MEXICO GSM ZONE3;521778;A
4;SOUTH AFRICA PRS;2714001;C
4;SOUTH AFRICA PRS;27233300;C
4;SPAIN GSM VODAFONE;346111;A
4;USA;1539;A
4;DOMINICAN REP LOCAL OTHER;180968372;A
4;POLAND OLO;48815168;A
4;INDIA GSM VODAFONE;919758;A
4;DOMINICAN REP GSM ORANGE;1829579;A
4;INDIA GSM;9185648;A
4;INDIA GSM;9176899;A
4;INDIA GSM;9188628;A
4;POLAND OLO;4846812;A
4;INDIA GSM;9181850;A
4;SWEDEN GSM TELENOR;46701991;A
4;POLAND OLO;48413337;A
4;INDIA GSM VODAFONE;919765;A
4;INDIA GSM;9188188;A
4;AUSTRIA GSM MOBILKOM;43688;A
4;INDIA GSM VODAFONE;919780;A
4;POLAND OLO;48583287;A
4;CHILE RUR;56452198;A
4;POLAND OLO;48896444;A
4;SOUTH AFRICA PRS;2711470680;C
4;POLAND OLO;48914206;A
4;INDIA GSM;9175409;A
4;POLAND OLO;483335;A
4;DOMINICAN REP LOCAL OTHER;180925580;A
4;COLOMBIA CITIES;5715;A
4;THAILAND GSM DTAC;6690073;A
4;CYPRUS NORTH;90392;A
4;SOUTH AFRICA PRS;27478790;C
4;SPAIN GSM TELEFONICA;34619;A
4;THAILAND GSM DTAC;6690705;A
4;MEXICO GSM ZONE3;521486;A
4;ALBANIA AMC;35526970;B
4;SOUTH AFRICA PRS;27871513;C
4;INDIA GSM;9175378;A
4;SOUTH AFRICA PRS;27310720;C
4;DOMINICAN REP GSM;1829381;A
4;DOMINICAN REP NATIONAL VIVA;182953048;A
4;INDIA GSM;9181399;A
4;BRAZIL GSM;552298;A
4;INDIA GSM;9188649;A
4;USA;1571;A
4;CZECH REP GSM T-MOB;42077273;A
4;UK GSM VODAFONE;447733;A
4;INDIA GSM;9178160;A
4;DOMINICAN REP GSM VIVA;1809777;A
4;DOMINICAN REP GSM VIVA;1849569;A
4;DOMINICAN REP LOCAL OTHER;180947381;A
4;LIBERIA GSM MTN;23188;C
4;DENMARK GSM TELIA;4527;A
4;POLAND OLO;48623666;A
4;THAILAND GSM DTAC;6690625;A
4;UK GSM O2;447522;A
4;SWITZERLAND GSM SUN;417731;A
4;INDIA GSM;918699;A
4;PERU GSM MOVISTAR;519944;A
4;BRAZIL GSM;5511984;A
4;SOUTH AFRICA PRS;27100301;C
4;UK GSM HI3G;447832;A
4;LEBANON GSM MTC;96171;B
4;CHILE RUR;56432196;A
4;POLAND OLO;485488;A
4;POLAND OLO;48773085;A
4;DOMINICA GSM;1767315;B
4;INDIA GSM VODAFONE;917798;A
4;BRAZIL GSM;553196;A
4;INDIA GSM;9188689;A
4;SWEDEN GSM COMVIQ;46734607;A
4;DOMINICAN REP GSM;1849330;A
4;BRAZIL GSM;55827;A
4;INDIA GSM;917301;A
4;DOMINICAN REP LOCAL OTHER;18095983;A
4;DOMINICAN REP GSM;180970736;A
4;POLAND OLO;4867306;A
4;INDIA GSM;9176810;A
4;AUSTRALIA CITIES;6173;A
4;ALBANIA AMC;35587150;B
4;KENYA GSM ORANGE;25477;B
4;POLAND OLO;48436720;A
4;USA;1770;A
4;POLAND OLO;48768527;A
4;ALBANIA AMC;35581240;B
4;INDIA GSM;9187219;A
4;MEXICO GSM ZONE2;521353;A
4;SOUTH AFRICA PRS;27331500;C
4;POLAND OLO;48172817;A
4;CAPE VERDE TLC;238453;B
4;THAILAND GSM DTAC;6688845;A
4;INDIA GSM;918012;A
4;ALBANIA AMC;35588692;B
4;RUSSIA ZONE 2;7487;A
4;ESTONIA GSM;3725;A
4;LATVIA GSM BITE;3712311;A
4;ANGUILLA GSM;1264469;F
4;SOUTH AFRICA PRS;2751505762;C
4;THAILAND GSM DTAC;6688870;A
4;INDIA GSM;918790;A
4;USA;1201;A
4;BOLIVIA RURAL;59139783;B
4;SOUTH AFRICA PRS;2711470685;C
4;DOMINICAN REP LOCAL OTHER;18099222;A
4;AZERBAIJAN GSM;99470;C
4;ESTONIA GSM EMT;3725860;D
4;INDIA GSM VODAFONE;918238;A
4;RUSSIA GSM MEGAFON;79974454;C
4;LATVIA GSM;3712584;F
4;DOMINICAN REP LOCAL OTHER;180948936;A
4;DOMINICAN REP GSM;1849344;A
4;INDIA GSM;9186898;A
4;NORWAY GSM TELENOR;479120;A
4;INDIA GSM;9181568;A
4;ALBANIA AMC;35547950;B
4;BOTSWANA GSM MASCOM;267754;B
4;POLAND OLO;48325;A
4;LITHUANIA GSM OMNI;370688;A
4;DOMINICAN REP LOCAL OTHER;180928555;A
4;CHILE RUR;56582197;A
4;POLAND GSM ERA;48606;A
4;NORWAY GSM NETCOM;474576;A
4;SOUTH OSSETIA;7929805;C
4;UK GSM HI3G;447481;A
4;POLAND GSM ERA;487289;A
4;DOMINICAN REP LOCAL OTHER;180936220;A
4;GUADELOUPE GSM ORA;59069035;A
4;CANADA;1506;A
4;UK GSM VODAFONE;447557;A
4;ALGERIA GSM;21365;F
4;DOMINICAN REP GSM;1809661;A
4;INDIA GSM VODAFONE;918886;A
4;DOMINICAN REP LOCAL OTHER;180947326;A
4;PERU RURAL;516363;A
4;SOUTH AFRICA PRS;27411800;C
4;SOUTH AFRICA PRS;27163300;C
4;JAMAICA GSM DIGICEL;187642;B
4;DOMINICAN REP GSM;1829269;A
4;LATVIA OLO;37167664;E
4;SOUTH AFRICA PRS;27120300;C
4;DOMINICAN REP GSM;1809639;A
4;POLAND OLO;48178727;A
4;DOMINICAN REP LOCAL OTHER;180925553;A
4;POLAND OLO;4815888;A
4;MEXICO GSM ZONE3;521278;A
4;SOUTH AFRICA PRS;271143735;C
4;NIGERIA GSM;2346238;A
4;ISRAEL GSM;972153;A
4;BRAZIL GSM;551195109;A
4;INDIA GSM;9177910;A
4;INDIA GSM;9185769;A
4;INDIA GSM;9182889;A
4;AUSTRALIA CITIES;61863;A
4;BAHRAIN GSM;973666;B
4;INDIA GSM;917842;A
4;DOMINICAN REP LOCAL OTHER;180973625;A
4;MEXICO GSM ZONE3;521835;A
4;POLAND OLO;4817282;A
4;NIGERIA GSM MTN;234816;A
4;INDIA GSM;9183839;A
4;DOMINICAN REP LOCAL OTHER;180968383;A
4;DOMINICAN REP LOCAL OTHER;180974130;A
4;UK GSM TMOBILE;447301;A
4;BRAZIL GSM;55115050;A
4;POLAND OLO;4834307;A
4;PERU RURAL;515163;A
4;SLOVAKIA GSM EUROTEL;421901;A
4;THAILAND GSM DTAC;6688830;A
4;BRAZIL GSM;554999;A
4;BAHRAIN GSM;973380;B
4;INDIA GSM;9184160;A
4;GEORGIA GSM;99593;C
4;LESOTHO GSM;2666;D
4;LITHUANIA PRS;37066740;G
4;ALBANIA AMC;35556550;B
4;DOMINICAN REP GSM VIVA;1809617;A
4;SOUTH AFRICA PRS;27512501;C
4;POLAND OLO;4883313;A
4;AUSTRALIA GSM TELSTR;61400;A
4;INDIA CITIES;9125;A
4;ALBANIA AMC;35586260;B
4;UK GSM ORANGE;447968;A
4;BULGARIA OLO;3595509;A
4;BARBADOS GSM;124652;B
4;DENMARK GSM TELENOR;459279;A
4;INDIA GSM;9186768;A
4;CZECH REP GSM VODA;42077;A
4;DOMINICAN REP GSM;1809646;A
4;POLAND GSM PLUS;4869900;A
4;PERU RURAL;516160;A
4;LEBANON GSM;96176;B
4;MOROCCO GLOBALSTAR;2128920;F
4;BRAZIL GSM;55115813;A
4;POLAND OLO;487186;A
4;BOLIVIA RURAL;5914478;B
4;INDIA GSM RELIANCE;918956;A
4;INDIA GSM;9170991519;A
4;SOUTH AFRICA PRS;27411610;C
4;BULGARIA OLO;359865;A
4;UK GSM ORANGE;447973;A
4;USA;1769;A
4;BRAZIL GSM;55119534;A
4;BOSNIA SRPSKA;38730481;B
4;NORWAY GSM NETCOM;47934;A
4;DOMINICAN REP GSM;18096584;A
4;DOMINICAN REP LOCAL OTHER;180963359;A
4;POLAND OLO;48134379;A
4;LATVIA GSM TELE2;371267;D
4;POLAND OLO;483331;A
4;INDIA GSM;9181878;A
4;PORTUGAL GSM VODAFONE;351921;A
4;LATVIA OLO;3716389;E
4;INDIA GSM;9188129;A
4;DOMINICAN REP GSM;182949;A
4;GEORGIA GSM;99595;C
4;BRAZIL GSM;55115788;A
4;DOMINICAN REP GSM;1829230;A
4;DOMINICAN REP LOCAL OTHER;180959161;A
4;INDIA GSM;9187318;A
4;SOUTH AFRICA PRS;27100055;C
4;THAILAND GSM DTAC;6690736;A
4;MEXICO GSM ZONE3;521357;A
4;SOUTH AFRICA PRS;27434220;C
4;DOMINICAN REP GSM ORANGE;1809883;A
4;DOMINICAN REP LOCAL OTHER;18097976;A
4;POLAND OLO;48297400;A
4;SOUTH AFRICA PRS;27120910;C
4;SOMALIA GSM;25280;E
4;SOUTH AFRICA PRS;2731350;C
4;INDIA GSM;9187478;A
4;DOMINICAN REP GSM VIVA;1849218;A
4;POLAND OLO;48833786;A
4;GUADELOUPE GSM ORA;59069067;A
4;INDIA GSM;9185409;A
4;HAITI GSM DIGICEL;50946;F
4;COLOMBIA CITIES;571902;A
4;BULGARIA OLO;35943619;A
4;BELGIUM GSM;324687;D
4;INDIA GSM;9187139;A
4;SWEDEN GSM TELENOR;4673475;A
4;MOROCCO GSM IAM;212696;E
4;LATVIA OLO;3716446;E
4;LATVIA GSM LMT;3712557;A
4;DOMINICAN REP GSM;1829869;A
4;INDIA GSM;918873;A
4;MOROCCO GSM IAM;212648;E
4;DOMINICAN REP GSM;1809812;A
4;POLAND OLO;484224;A
4;ECUADOR GSM PORTA;5939694;B
4;NEW CALEDONIA GSM;68787;B
4;SOUTH AFRICA PRS;27121101;C
4;POLAND OLO;48297697;A
4;SOUTH AFRICA PRS;2711100;C
4;INDIA GSM;9183519;A
4;INDIA GSM;9181909;A
4;DOMINICAN REP GSM;1809399;A
4;DOMINICAN REP GSM;1829750;A
4;DOMINICAN REP GSM;1829553;A
4;PORTUGAL GSM MEO;35163924;A
4;INDIA GSM;9177268;A
4;CONGO GSM AIRTEL;24205;F
4;INDIA GSM;918888;A
4;MOLDOVA GSM ORANGE;373621;C
4;POLAND OLO;4874889;A
4;MAYOTTE GSM ORANGE;26263902;A
4;SOUTH AFRICA PRS;27310100;C
4;INDIA GSM;9186548;A
4;USA;1313;A
4;PHILIPPINES GSM SMAR;63932;B
4;INDIA GSM;9177460;A
4;DOMINICAN REP LOCAL OTHER;180973172;A
4;POLAND OLO;48158164;A
4;DOMINICAN REP LOCAL OTHER;180979378;A
4;DENMARK GSM TELENOR;455242;A
4;ITALY GSM H3G;39392;A
4;SPAIN GSM M2M;34590590;A
4;SOUTH AFRICA PRS;27413642;C
4;POLAND OLO;48846615;A
4;INDIA GSM;9178368;A
4;SOUTH AFRICA PRS;2710080;C
4;DOMINICAN REP LOCAL OTHER;180947327;A
4;DOMINICAN REP LOCAL OTHER;180922799;A
4;LITHUANIA PRS;37066318;G
4;POLAND OLO;48914696;A
4;POLAND OLO;48438218;A
4;INDIA GSM;9187469;A
4;BRAZIL GSM;55539;A
4;DOMINICA GSM;1767617;B
4;INDIA GSM;9183360;A
4;MAYOTTE GSM ORANGE;26263962;A
4;DOMINICAN REP LOCAL OTHER;180928572;A
4;UK GSM O2;447732;A
4;POLAND OLO;4861447;A
4;CHINA GSM;86187;A
4;FRENCH GUIANA;594;A
4;ARMENIA YEREVAN;37410;B
4;POLAND OLO;48221;A
4;INDIA GSM;9183848;A
4;INDIA GSM;9189338;A
4;NORWAY GSM NETCOM;474850;A
4;SOUTH AFRICA GSM MTN;2783;B
4;DOMINICAN REP GSM ORANGE;1849886;A
4;DOMINICAN REP GSM;1829835;A
4;BULGARIA OLO;359669;A
4;DOMINICAN REP GSM ORANGE;1849621;A
4;POLAND OLO;4,82E+13;A
4;POLAND OLO;4846818;A
4;SOUTH AFRICA PRS;27100130;C
4;DENMARK GSM TDC;458172;A
4;SOUTH AFRICA PRS;27438800;C
4;SOUTH AFRICA PRS;27330500;C
4;INDIA GSM;9184580;A
4;POLAND OLO;48486294;A
4;POLAND OLO;48915614;A
4;MEXICO ZONE3;52344;A
4;USA FREE PHONE;1882;A
4;DOMINICAN REP GSM;1829785;A
4;NORWAY GSM TELENOR;475900;A
4;DOMINICAN REP GSM;1809615;A
4;NORWAY GSM TELENOR;479498;A
4;DOMINICAN REP GSM;1809929;A
4;BRAZIL GSM;55677;A
4;USA;1401;A
4;SPAIN GSM ORANGE;346686;A
4;DOMINICAN REP LOCAL OTHER;180928551;A
4;POLAND OLO;48324768;A
4;DOMINICAN REP LOCAL VIVA;1829254;A
4;INDIA GSM;9188559;A
4;POLAND OLO;48227778;A
4;BRAZIL GSM;55115108;A
4;BRAZIL GSM;55119596;A
4;INDIA GSM;9183369;A
4;NORTHERN MARIANA ISLANDS GSM;1670286;A
4;DOMINICAN REP LOCAL OTHER;180969548;A
4;IVORY COAST GSM MOOV;22552;D
4;POLAND PRS;48708200;A
4;UK GSM O2;4478723;A
4;CHILE RUR;5671237;A
4;AUSTRALIA GSM TELSTR;61407;A
4;DOMINICAN REP LOCAL OTHER;18099209;A
4;POLAND OLO;48823000;A
4;SOUTH AFRICA PRS;27499400;C
4;SOUTH AFRICA PRS;2710100;C
4;SLOVENIA GSM;38698;A
4;INDIA GSM;9177638;A
4;MONTENEGRO GSM;38263;D
4;LEBANON GSM MTC;961766;B
4;POLAND OLO;48767519;A
4;INDIA GSM;9183370;A
4;SOUTH AFRICA PRS;27180130;C
4;BOLIVIA RURAL;59122568;B
4;INDIA GSM;9183849;A
4;DOMINICAN REP LOCAL OTHER;180974830;A
4;AUSTRALIA GSM VODA;61415;A
4;MEXICO ZONE2;52999;A
4;POLAND OLO;48952000;A
4;DENMARK GSM TELENOR;459218;A
4;POLAND OLO;48172752;A
4;SOUTH AFRICA PRS;27217702;C
4;ALBANIA AMC;35536740;B
4;USA;1410;A
4;POLAND OLO;48815165;A
4;UK GSM HI3G;447462;A
4;MEXICO GSM ZONE3;521447;A
4;THAILAND GSM DTAC;66827;A
